Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Provision for Loan Losses;Net Revenue after Provisions;Total Non-Interest Expense;Operating Income (Loss);Non-Operating Income (Loss);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
PFS;6767705;USD;2022;FY;2022-12-31;2023-03-01;2025-02-28;76125889;76226747;505341000;-5004000;500337000;-256103000;244234000;;240106000;-64458000;175648000;;175648000;175648000
PFS;6767705;USD;2023;FY;2023-12-31;2024-02-28;2026-02-27;74844489;74873256;479283000;-28168000;451115000;-267510000;183605000;;175779000;-47381000;128398000;;128398000;128398000
PFS;6767705;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;109668911;109712732;694727000;-87564000;607163000;-400681000;206482000;;149615000;-34090000;115525000;;115525000;115525000
PGC;726431;USD;2020;FY;2020-12-31;2021-03-12;2023-03-13;18896825;19081187;179889000;-32400000;147489000;-120534000;26955000;;32003000;-5811000;26192000;;26192000;26192000
PKBK;9075894;USD;2024;FY;2024-12-31;2025-03-12;2026-03-11;11954483;12139451;63009000;-728000;62281000;-25984000;36297000;;36297000;-8785000;27512000;;27512000;27492000
PLBC;10656614;USD;2021;FY;2021-12-31;2022-03-17;2024-03-20;5502000;5583000;55650000;-1125000;54525000;;54525000;;54525000;;54525000;;54525000;54525000
PMBC;9076258;USD;2020;FY;2020-12-31;2021-03-15;2021-04-15;23516000;23516000;58319000;-9050000;49269000;-36847000;12422000;;12422000;-4088000;8334000;;8334000;8334000
PNC;348075;USD;2020;FY;2020-12-31;2021-02-26;2023-02-22;427000000;427000000;16901000000;-3175000000;13726000000;-10297000000;3429000000;;3429000000;-426000000;3003000000;4555000000;7517000000;7284000000
PNC;348075;USD;2021;FY;2021-12-31;2022-02-25;2024-02-21;424000000;424000000;19211000000;779000000;19990000000;-13002000000;6988000000;;6988000000;-1263000000;5725000000;;5674000000;5436000000
PNFP;783539;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;75376489;75654385;1139628000;-203815000;935813000;-564455000;371358000;;371358000;-59037000;312321000;;312321000;304725000
PPBI;6767557;USD;2022;FY;2022-12-31;2023-02-23;2025-02-28;93718293;94091461;785860000;-4832000;781028000;-396670000;384358000;;384358000;-100615000;283743000;;283743000;283743000
PPBI;6767557;USD;2023;FY;2023-12-31;2024-02-23;2025-02-28;94113132;94236875;451121000;-10129000;440992000;-406951000;34041000;;34041000;-3189000;30852000;;30852000;30852000
PPBI;6767557;USD;2024;FY;2024-12-31;2025-02-28;2025-02-28;94579358;94682886;619789000;-4789000;615000000;-402531000;212469000;;212469000;-53667000;158802000;;158802000;158802000
PRAA;6767639;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;45540000;45860000;;;;;;;208945000;-41203000;167742000;;149339000;149339000
PRAA;6767639;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;44960000;45330000;1095732000;;1095732000;-720736000;374996000;-123861000;250326000;-54817000;195509000;;183158000;183158000
PRAA;6767639;USD;2022;FY;2022-12-31;2023-02-28;2025-02-27;39638000;39888000;966524000;;966524000;-682047000;284477000;-130677000;154785000;-36787000;117998000;;117147000;117147000
PROV;998465;USD;2021;FY;2021-06-30;2021-09-03;2022-09-02;7464814;7538409;32082000;708000;32790000;-22603000;10187000;;10187000;-2626000;7561000;;7561000;7561000
PROV;998465;USD;2022;FY;2022-06-30;2022-09-02;2023-09-05;7464814;7538409;36311000;2462000;38773000;-25915000;12858000;;12858000;-3765000;9093000;;9093000;9093000
PROV;998465;USD;2023;FY;2023-06-30;2023-09-05;2024-08-30;7142669;7071644;41060000;-374000;40686000;-28270000;12416000;;12416000;-3824000;8592000;;8592000;8592000
PROV;998465;USD;2024;FY;2024-06-30;2024-08-30;2025-08-29;6942918;6959143;38864000;63000;38927000;-28540000;10387000;;10387000;-3036000;7351000;;7351000;7351000
PTRS;12444433;USD;2020;FY;2020-12-31;2021-03-30;2022-03-29;17806000;17832000;52375000;-6894000;45481000;-37325000;8156000;;8048000;-1723000;6325000;;5672000;5672000
PTRS;12444433;USD;2021;FY;2021-12-31;2022-03-29;2023-03-29;17790000;17834000;54751000;-2323000;52428000;-41308000;11120000;;10142000;-2247000;7895000;;7411000;7411000
PTRS;12444433;USD;2022;FY;2022-12-31;2023-03-29;2023-03-29;17828783;17828783;61224000;-1348000;59876000;-40450000;19426000;;18001000;-4512000;13489000;;13617000;13617000
PVBC;12444437;USD;2023;FY;2023-12-31;2024-03-28;2025-03-31;16586180;16594685;65232000;678000;65910000;-51133000;14777000;;14777000;-3823000;10954000;;10954000;10954000
PVBC;12444437;USD;2024;FY;2024-12-31;2025-03-31;2025-03-31;16727370;16782893;56403000;-1003000;55400000;-46019000;9381000;;9381000;-2110000;7271000;;7271000;7271000
PWOD;9075948;USD;2020;FY;2020-12-31;2021-03-11;2023-03-15;7044542;7044542;60391000;-2625000;57766000;-39068000;18698000;;18698000;-3474000;15224000;;15206000;15206000
PWOD;9075948;USD;2021;FY;2021-12-31;2022-03-09;2024-03-13;7061818;7061818;61387000;-640000;60747000;-40905000;19842000;;19842000;-3794000;16048000;;16033000;16033000
QCRH;7962716;USD;2020;FY;2020-12-31;2021-03-12;2023-03-01;15571650;15952637;280748000;-55704000;225044000;-147190000;77854000;;73289000;-12707000;60582000;;60582000;60582000
RBCAA;7962644;USD;2023;FY;2023-12-31;2024-03-14;2026-03-06;19792000;19853000;360235000;-47624000;312611000;-199398000;113213000;;113213000;-22839000;90374000;;90374000;90374000
RBCAA;7962644;USD;2024;FY;2024-12-31;2025-03-06;2026-03-06;19650000;19736000;384804000;-54376000;330428000;-202725000;127703000;;127703000;-26332000;101371000;;101371000;101371000
RBNC;9076262;USD;2020;FY;2020-12-31;2021-03-09;2021-03-09;15394158;15439550;129605000;-8350000;121255000;-76312000;44943000;;38048000;-6935000;31113000;;31412000;31412000
RF;378207;USD;2020;FY;2020-12-31;2021-02-24;2023-02-24;959000000;962000000;6287000000;-1330000000;4957000000;-3643000000;1314000000;;1314000000;-220000000;1094000000;;1094000000;1094000000
RF;378207;USD;2021;FY;2021-12-31;2022-02-24;2024-02-23;949000000;958000000;6438000000;524000000;6962000000;-3747000000;3215000000;;3215000000;-694000000;2521000000;;2521000000;2521000000
RF;378207;USD;2022;FY;2022-12-31;2023-02-24;2025-02-21;935000000;942000000;7215000000;-271000000;6944000000;-4068000000;2876000000;;2876000000;-631000000;2245000000;;2245000000;2146000000
RJF;744727;USD;2021;FY;2021-09-30;2021-11-23;2023-11-21;205700000;211200000;9760000000;;9760000000;-7871000000;1889000000;;1791000000;-388000000;1403000000;;1403000000;1403000000
RJF;744727;USD;2022;FY;2022-09-30;2022-11-22;2024-11-26;209900000;215300000;11003000000;-100000000;10903000000;-8881000000;2022000000;;2022000000;-513000000;1509000000;;1509000000;1505000000
RJF;744727;USD;2023;FY;2023-09-30;2023-11-21;2025-11-25;211800000;216900000;11619000000;-132000000;11487000000;-9207000000;2280000000;;2280000000;-541000000;1739000000;;1739000000;1733000000
RJF;744727;USD;2024;FY;2024-09-30;2024-11-26;2025-11-25;207100000;212300000;12821000000;-45000000;12776000000;-10133000000;2643000000;;2643000000;-575000000;2068000000;;2068000000;2063000000
RRBI;10656512;USD;2024;FY;2024-12-31;2025-03-14;2026-03-13;6898286;6918060;109735000;-1200000;108535000;-66154000;42381000;;42381000;-8146000;34235000;;34235000;34235000
RVRF;11819934;USD;2020;FY;2020-12-31;2021-03-16;2022-03-15;6498085;6571301;67080000;-8615000;58465000;-36780000;21685000;;21685000;-4595000;17090000;;17090000;17090000
RVRF;11819934;USD;2021;FY;2021-12-31;2022-03-15;2023-03-14;6537505;6613227;80691000;-4744000;75947000;-43748000;32199000;;32199000;-7163000;25036000;;25036000;25036000
RVSB;9076020;USD;2024;FY;2025-03-31;2025-06-12;2025-06-12;21063467;21063467;50600000;-100000;50500000;-44262000;6238000;;6238000;-1335000;4903000;;4903000;4903000
SAL;12444375;USD;2020;FY;2020-12-31;2021-03-12;2023-03-10;11192000;11224000;48469000;-5038000;43431000;-28715000;14716000;;14393000;-2453000;11940000;;11940000;11940000
SAL;12444375;USD;2021;FY;2021-12-31;2022-03-11;2023-03-10;11248000;11344000;52124000;720000;52844000;-31505000;21339000;;20740000;-4267000;16473000;;16473000;16473000
SAL;12444375;USD;2022;FY;2022-12-31;2023-03-10;2023-03-10;5634000;5670000;56741000;-2683000;54058000;-34266000;19792000;;19413000;-3539000;15874000;;15874000;15874000
SASR;6767801;USD;2020;FY;2020-12-31;2021-02-19;2023-02-21;43947000;44132000;465875000;-85669000;380206000;-230608000;149598000;;124424000;-27471000;96953000;;96953000;96953000
SASR;6767801;USD;2021;FY;2021-12-31;2022-02-18;2024-02-20;46691000;46899000;526573000;45556000;572129000;-260425000;311704000;;311659000;-76552000;235107000;;235107000;235107000
SBFG;11033785;USD;2024;FY;2024-12-31;2025-03-07;2026-03-06;6660000;6680000;56939000;-124000;56815000;-42959000;13856000;;13856000;-2386000;11470000;;11470000;11470000
SBSI;7962608;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;33201000;33281000;236997000;-20201000;216796000;-123307000;93489000;;93489000;-11336000;82153000;;82153000;82153000
SBT;9075808;USD;2020;FY;2020-12-31;2021-03-26;2023-03-16;49840882;49840882;110101000;-54865000;55236000;-84112000;-28876000;;-18876000;5909000;-12967000;;-12967000;-12967000
SCHW;378109;USD;2020;FY;2020-12-31;2021-02-24;2023-02-24;1429000000;1435000000;11691000000;;11691000000;-7391000000;4300000000;;4300000000;-1001000000;3299000000;;3299000000;3043000000
SCHW;378109;USD;2021;FY;2021-12-31;2022-02-24;2024-02-23;1892000000;1902000000;18520000000;;18520000000;-10807000000;7713000000;;7713000000;-1858000000;5855000000;;5855000000;5360000000
SCHW;378109;USD;2022;FY;2022-12-31;2023-02-24;2025-02-26;1885000000;1894000000;20762000000;;20762000000;-11374000000;9388000000;;9388000000;-2205000000;7183000000;;7183000000;6635000000
SCHW;378109;USD;2023;FY;2023-12-31;2024-02-23;2026-02-25;1824000000;1831000000;18837000000;;18837000000;-12459000000;6378000000;;6378000000;-1311000000;5067000000;;5067000000;4649000000
SCHW;378109;USD;2024;FY;2024-12-31;2025-02-26;2026-02-25;1828000000;1834000000;19606000000;;19606000000;-11914000000;7692000000;;7692000000;-1750000000;5942000000;;5942000000;5478000000
SF;1059910;USD;2020;FY;2020-12-31;2021-02-19;2023-02-17;159261000;171859500;3752061000;-33925000;3718136000;-3066976000;651160000;;651160000;-147688000;503472000;;503472000;476211000
SF;1059910;USD;2021;FY;2021-12-31;2022-02-18;2024-02-16;160777500;178438500;4737088000;11502000;4748590000;-3681509000;1067081000;;1067081000;-242223000;824858000;;824858000;789271000
SF;1059910;USD;2022;FY;2022-12-31;2023-02-17;2025-02-26;163272000;176310000;4391439000;-33506000;4357933000;-3472817000;885116000;;885116000;-222961000;662155000;;662155000;624874000
SF;1059910;USD;2023;FY;2023-12-31;2024-02-16;2026-02-24;159102000;169792500;4348944000;-24999000;4323945000;-3617253000;706692000;;706692000;-184156000;522536000;;522536000;485255000
SF;1059910;USD;2024;FY;2024-12-31;2025-02-26;2026-02-24;159102000;169792500;4970320000;-25402000;4944918000;-4016474000;928444000;;928444000;-197065000;731379000;;731379000;694098000
SFBC;158885;USD;2024;FY;2024-12-31;2025-03-18;2026-03-18;2542805;2565938;35657000;120000;35777000;-30162000;5615000;;5646000;-1006000;4640000;;4640000;4640000
SFBS;6767461;USD;2020;FY;2020-12-31;2021-02-26;2023-02-28;107688964;108438074;368153000;-42434000;325719000;-111511000;214208000;;214208000;-44639000;169569000;;169569000;169506000
SFBS;6767461;USD;2021;FY;2021-12-31;2022-02-25;2024-03-01;108321980;108869146;417955000;-31517000;386438000;-133089000;253349000;;253349000;-45615000;207734000;;207734000;207672000
SFBS;6767461;USD;2022;FY;2022-12-31;2023-02-28;2025-03-03;108444908;108444908;476918000;-37607000;439311000;-130483000;308828000;;308828000;-57324000;251504000;;251504000;251442000
SFBS;6767461;USD;2023;FY;2023-12-31;2024-03-01;2026-02-27;108822342;109070630;413482000;-18715000;394767000;-150179000;244588000;;244588000;-37735000;206853000;;206853000;206791000
SFBS;6767461;USD;2024;FY;2024-12-31;2025-03-03;2026-02-27;109056604;109248468;450534000;-21587000;428947000;-149965000;278982000;;278982000;-51740000;227242000;;227242000;227180000
SFNC;6767537;USD;2020;FY;2020-12-31;2021-02-25;2023-02-27;109860000;110173000;879503000;-74973000;804530000;-480205000;324325000;;319794000;-64890000;254904000;;254904000;254852000
SFNC;6767537;USD;2021;FY;2021-12-31;2022-02-25;2024-02-27;109577000;110198000;783347000;32704000;816051000;-467678000;348373000;;332462000;-61306000;271156000;;271156000;271109000
SFNC;6767537;USD;2022;FY;2022-12-31;2023-02-27;2025-02-27;123958000;124470000;887382000;-14074000;873308000;-544272000;329036000;;306560000;-50148000;256412000;;256412000;256412000
SFNC;6767537;USD;2023;FY;2023-12-31;2024-02-27;2026-02-25;126338000;126776000;805692000;-42028000;763664000;-561641000;202023000;;200603000;-25546000;175057000;;175057000;175057000
SFNC;6767537;USD;2024;FY;2024-12-31;2025-02-27;2026-02-25;125489000;126116000;775636000;-46785000;728851000;-557543000;171308000;;171308000;-18615000;152693000;;152693000;152693000
SFST;9075902;USD;2021;FY;2021-12-31;2022-03-04;2024-03-05;7843692;7988980;104833000;12400000;117233000;-56430000;60803000;;60803000;-14092000;46711000;;46711000;46711000
SFST;9075902;USD;2022;FY;2022-12-31;2023-03-06;2025-03-03;7958294;8071690;107201000;-6155000;101046000;-62933000;38113000;;38113000;-8998000;29115000;;29115000;29115000
SFST;9075902;USD;2023;FY;2023-12-31;2024-03-05;2026-02-24;8046633;8078454;87514000;-1260000;86254000;-68827000;17427000;;17427000;-4001000;13426000;;13426000;13426000
SFST;9075902;USD;2024;FY;2024-12-31;2025-03-03;2026-02-24;8080623;8117057;93363000;-125000;93238000;-73326000;19912000;;19912000;-4382000;15530000;;15530000;15530000
SHBI;9075848;USD;2020;FY;2020-12-31;2021-03-26;2022-03-31;12380000;12381000;63346000;-3900000;59446000;-38399000;21047000;;21047000;-5317000;15730000;;15730000;15730000
SHBI;9075848;USD;2021;FY;2021-12-31;2022-03-31;2023-03-30;13119000;13119000;77628000;358000;77986000;-48276000;29710000;;21180000;-5812000;15368000;;15368000;15368000
SHBI;9075848;USD;2022;FY;2022-12-31;2023-03-30;2024-03-15;19847000;19847000;124388000;-1925000;122463000;-78224000;44239000;;42141000;-10964000;31177000;;31177000;31177000
SHBI;9075848;USD;2023;FY;2023-12-31;2024-03-15;2026-03-02;26572000;26574000;168466000;-30953000;137513000;-105973000;31540000;;14184000;-2956000;11228000;;11228000;11228000
SHBI;9075848;USD;2024;FY;2024-12-31;2025-03-10;2026-03-02;33267000;33285000;201696000;-4738000;196958000;-138254000;58704000;;58704000;-14815000;43889000;;43889000;43889000
SI;1302955;USD;2020;FY;2020-12-31;2021-03-08;2022-02-28;18691000;19177000;91541000;-742000;90799000;-59605000;31194000;;31194000;-5156000;26038000;;26038000;26038000
SI;1302955;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;27527000;27744000;174523000;;174523000;-89120000;85403000;;85403000;-6875000;78528000;;78528000;75512000
SIVB;708168;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;51685000;52084000;3997000000;-220000000;3777000000;-2035000000;1742000000;;1742000000;-448000000;1294000000;;1208000000;1191000000
SIVB;708168;USD;2021;FY;2021-12-31;2022-03-01;2023-02-24;57723000;58521000;5917000000;-123000000;5794000000;-2941000000;2853000000;;2724000000;-651000000;2073000000;;1833000000;1770000000
SIVB;708168;USD;2022;FY;2022-12-31;2023-02-24;2023-02-24;58987169;59515565;6213000000;-420000000;5793000000;-3571000000;2222000000;;2172000000;-563000000;1609000000;;1672000000;1509000000
SLCT;9076281;USD;2020;FY;2020-12-31;2021-03-11;2021-03-11;17386715;17415680;58569000;-6244000;52325000;-39576000;12749000;;10378000;-2215000;8163000;;8163000;8163000
SMBK;7962930;USD;2020;FY;2020-12-31;2021-03-16;2023-03-16;14955423;15019175;116292000;-8683000;107609000;-72154000;35455000;;30890000;-6558000;24332000;;24332000;24332000
SMBK;7962930;USD;2021;FY;2021-12-31;2022-03-14;2024-03-15;15572537;15699215;137343000;-1633000;135710000;-87690000;48020000;;44319000;-9529000;34790000;;34790000;34790000
SMBK;7962930;USD;2022;FY;2022-12-31;2023-03-16;2025-03-17;16740450;16871369;165216000;-4018000;161198000;-105728000;55470000;;54908000;-11886000;43022000;;43022000;43022000
SMBK;7962930;USD;2023;FY;2023-12-31;2024-03-15;2026-03-16;16805068;16911185;152405000;-3029000;149376000;-113040000;36336000;;36226000;-7633000;28593000;;28593000;28593000
SMBK;7962930;USD;2024;FY;2024-12-31;2025-03-17;2026-03-16;16768956;16875456;171502000;-5153000;166349000;-120890000;45459000;;45459000;-9318000;36141000;;36141000;36141000
SMMF;9075780;USD;2020;FY;2020-12-31;2021-03-11;2023-03-10;12935430;12975385;115565000;-14500000;101065000;-60640000;40425000;;38754000;-7428000;31326000;;31326000;31326000
SMMF;9075780;USD;2021;FY;2021-12-31;2022-03-04;2024-03-12;12943883;13003428;130140000;-4000000;126140000;-67515000;58625000;;57401000;-11663000;45738000;;45738000;45149000
SMMF;9075780;USD;2022;FY;2022-12-31;2023-03-10;2024-03-12;12760649;12821533;147139000;-6950000;140189000;-72765000;67424000;;67310000;-14094000;53216000;;53216000;52316000
SMMF;9075780;USD;2023;FY;2023-12-31;2024-03-12;2024-03-12;14206811;14249129;177445000;-12250000;165195000;-88349000;76846000;;70402000;-15163000;55239000;;55239000;54339000
SNV;1234790;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;147415000;148210000;2019261000;-355022000;1664239000;-1107706000;556533000;;484665000;-110970000;373695000;;373695000;340532000
SNV;1234790;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;147415000;148210000;1896325000;106251000;2002576000;-1013216000;989360000;;989360000;-228893000;760467000;;760467000;760467000
SNV;1234790;USD;2022;FY;2022-12-31;2023-02-24;2025-02-21;145364000;146481000;2117619000;-84553000;2033066000;-1068889000;964177000;;964177000;-206275000;757902000;;757902000;757902000
SNV;1234790;USD;2023;FY;2023-12-31;2024-02-23;2025-02-21;146115000;146734000;2134016000;-189079000;1944937000;-1198711000;746226000;;696162000;-154021000;542141000;;543705000;543705000
SNV;1234790;USD;2024;FY;2024-12-31;2025-02-21;2025-02-21;144164000;144998000;1903430000;-136685000;1766745000;-1161792000;604953000;;604953000;-125502000;479451000;;482460000;482460000
SPFI;10656506;USD;2020;FY;2020-12-31;2021-03-11;2023-03-13;18054373;18339033;223888000;-25570000;198318000;-141715000;56603000;;56603000;-11250000;45353000;;45353000;45353000
SPFI;10656506;USD;2021;FY;2021-12-31;2022-03-08;2024-03-15;17953624;18492218;219233000;1918000;221151000;-148030000;73121000;;73121000;-14507000;58614000;;58614000;58614000
SPFI;10656506;USD;2022;FY;2022-12-31;2023-03-13;2025-03-07;17373138;18019828;214621000;2619000;217240000;-144089000;73151000;;73151000;-14911000;58240000;;58240000;58240000
SSB;6480988;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;54756000;55063000;1137605000;-235989000;901616000;-672951000;228665000;;103972000;16660000;120632000;;120632000;120632000
SSB;6480988;USD;2021;FY;2021-12-31;2022-02-25;2024-03-04;70393000;70889000;1387427000;165273000;1552700000;-869473000;683227000;;604279000;-128736000;475543000;;475543000;475543000
SSB;6480988;USD;2022;FY;2022-12-31;2023-02-24;2025-02-21;74551000;75181000;1644918000;-81855000;1563063000;-898813000;664250000;;633362000;-137313000;496049000;;496049000;496049000
SSBK;10656644;USD;2020;FY;2020-12-31;2021-03-18;2022-03-18;8712857;8712857;50118000;-3300000;46818000;-32185000;14633000;;14633000;-2526000;12107000;;12107000;12107000
SSBK;10656644;USD;2021;FY;2021-12-31;2022-03-18;2023-03-14;8198188;8316536;63716000;-2982000;60734000;-36435000;24299000;;24299000;-5732000;18567000;;18567000;18567000
SSBK;10656644;USD;2022;FY;2022-12-31;2023-03-14;2024-03-14;8712857;8712857;80015000;-5605000;74410000;-39614000;34796000;;34796000;-7725000;27071000;;27071000;27071000
STBA;347280;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;39070439;39113632;339134000;-131424000;207710000;-184329000;23381000;;21039000;1000;21040000;;21040000;21040000
STT;378219;USD;2020;FY;2020-12-31;2021-02-19;2023-02-16;352865000;357106000;11703000000;-88000000;11615000000;-8666000000;2949000000;;2899000000;-479000000;2420000000;;2420000000;2420000000
STT;378219;USD;2021;FY;2021-12-31;2022-02-17;2024-02-15;365798000;371685000;12027000000;33000000;12060000000;-8824000000;3236000000;;3171000000;-478000000;2693000000;;2693000000;2693000000
STT;378219;USD;2022;FY;2022-12-31;2023-02-16;2025-02-13;365798000;371685000;12148000000;-20000000;12128000000;-8736000000;3392000000;;3327000000;-553000000;2774000000;;2774000000;2660000000
STXB;9076265;USD;2020;FY;2020-12-31;2021-03-05;2022-03-07;17567117;17649463;124811000;-11257000;113554000;-74784000;38770000;;38770000;-7459000;31311000;;31311000;31311000
STXB;9076265;USD;2021;FY;2021-12-31;2022-03-07;2022-03-07;17262221;17781812;128187000;-3711000;124476000;-71751000;52725000;;52725000;-10673000;42052000;;42052000;42052000
SYBT;6767647;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;22563000;22768000;187820000;-18418000;169402000;-101659000;67743000;;67743000;-8874000;58869000;;58869000;58869000
SYBT;6767647;USD;2021;FY;2021-12-31;2022-02-25;2024-02-27;24898000;25156000;236924000;753000;237677000;-142280000;95397000;;95397000;-20752000;74645000;;74645000;74645000
SYBT;6767647;USD;2022;FY;2022-12-31;2023-02-24;2025-02-27;28672000;28922000;322532000;-10257000;312275000;-171421000;140854000;;120484000;-27190000;93294000;;92972000;92972000
SYBT;6767647;USD;2023;FY;2023-12-31;2024-02-27;2026-02-26;29212000;29343000;339552000;-13796000;325756000;-187829000;137927000;;137927000;-30179000;107748000;;107748000;107748000
SYBT;6767647;USD;2024;FY;2024-12-31;2025-02-27;2026-02-26;29288000;29421000;352270000;-9725000;342545000;-198179000;144366000;;144366000;-29827000;114539000;;114539000;114539000
SYF;493399;USD;2020;FY;2020-12-31;2021-02-11;2023-02-09;589000000;590800000;11162000000;-5310000000;5852000000;-4055000000;1797000000;;1797000000;-412000000;1385000000;;1385000000;1385000000
SYF;493399;USD;2021;FY;2021-12-31;2022-02-10;2024-02-08;537800000;543000000;15712000000;-5254000000;10458000000;-4955000000;5503000000;;5503000000;-1282000000;4221000000;;4221000000;4221000000
TBNK;9075996;USD;2020;FY;2020-12-31;2021-03-19;2022-03-21;9137398;9196689;64370000;-1625000;62745000;-37425000;25320000;;25320000;-6715000;18605000;;18605000;18605000
TBNK;9075996;USD;2021;FY;2021-12-31;2022-03-21;2023-03-17;9059204;9110335;60497000;1592000;62089000;-38286000;23803000;;23803000;-6373000;17430000;;17430000;17430000
TCBI;734517;USD;2020;FY;2020-12-31;2021-02-09;2023-02-09;50430326;50582979;996276000;-258000000;738276000;-686600000;51676000;58026000;91946000;-25657000;66289000;;66289000;56539000
TCBI;734517;USD;2021;FY;2021-12-31;2022-02-09;2024-02-13;50750649;51139555;907067000;30000000;937067000;-599012000;338055000;;338055000;-84116000;253939000;;253939000;235218000
TCBK;6767759;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;29917000;30028000;312921000;-42813000;270108000;-182758000;87350000;;87350000;-22536000;64814000;;64814000;64814000
TCBK;6767759;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;29721000;29882000;263279000;6775000;270054000;-106351000;163703000;;163703000;-46048000;117655000;;117655000;117655000
TCBK;6767759;USD;2022;FY;2022-12-31;2023-03-01;2025-03-03;29720784;29882281;322229000;-18470000;303759000;-129852000;173907000;;173907000;-48488000;125419000;;125419000;125419000
TCBK;6767759;USD;2023;FY;2023-12-31;2024-02-29;2026-03-02;33261000;33355000;320690000;-23990000;296700000;-135795000;160905000;;160905000;-43515000;117390000;;117390000;117390000
TCBK;6767759;USD;2024;FY;2024-12-31;2025-03-03;2026-03-02;33088000;33230000;302317000;-6632000;295685000;-140581000;155104000;;155104000;-40236000;114868000;;114868000;114868000
TFC;245217;USD;2020;FY;2020-12-31;2021-02-24;2023-02-28;1347080000;1358289000;22705000000;-2335000000;20370000000;-14037000000;6333000000;;5473000000;-981000000;4492000000;;4482000000;4184000000
TFC;245217;USD;2021;FY;2021-12-31;2022-02-23;2024-02-27;1329979000;1343029000;22296000000;813000000;23109000000;-14294000000;8815000000;;7993000000;-1556000000;6437000000;;6440000000;6033000000
TFC;245217;USD;2022;FY;2022-12-31;2023-02-28;2025-02-25;1347080000;1358289000;19973000000;-777000000;19196000000;-11701000000;7495000000;;7029000000;-1250000000;5779000000;488000000;6260000000;5927000000
TFC;245217;USD;2023;FY;2023-12-31;2024-02-27;2026-02-24;1331963000;1331963000;20022000000;-2109000000;17913000000;-12600000000;5313000000;;-765000000;-738000000;-1503000000;456000000;-1091000000;-1452000000
TFC;245217;USD;2024;FY;2024-12-31;2025-02-25;2026-02-24;1331087000;1331087000;13278000000;-1870000000;11408000000;-12009000000;-601000000;;-601000000;556000000;-45000000;4885000000;4818000000;4469000000
TFSL;360767;USD;2021;FY;2021-09-30;2021-11-24;2023-11-21;277225121;278903373;286929000;9000000;295929000;-195835000;100094000;;100094000;-19087000;81007000;;81007000;81007000
TFSL;360767;USD;2022;FY;2022-09-30;2022-11-22;2024-11-22;276694594;278576254;291200000;-1000000;290200000;-198146000;92054000;;92054000;-17489000;74565000;;74565000;74565000
THFF;7962876;USD;2020;FY;2020-12-31;2021-03-11;2023-03-08;13716000;13716000;188822000;-10528000;178294000;-112758000;65536000;;65536000;-11692000;53844000;;53844000;71109000
THFF;7962876;USD;2021;FY;2021-12-31;2022-03-09;2024-03-11;13190000;13190000;185485000;-2466000;183019000;-117406000;65613000;;65613000;-12626000;52987000;;52987000;40797000
THFF;7962876;USD;2022;FY;2022-12-31;2023-03-08;2025-03-05;13716000;13716000;211758000;2025000;213783000;-126023000;87760000;;87760000;-16651000;71109000;;71109000;-66439000
THFF;7962876;USD;2023;FY;2023-12-31;2024-03-11;2026-03-04;11937000;11937000;209964000;-7295000;202669000;-130176000;72493000;;72493000;-11821000;60672000;;60672000;73559000
THFF;7962876;USD;2024;FY;2024-12-31;2025-03-05;2026-03-04;11812000;11812000;217758000;-16166000;201592000;-144438000;57154000;;57154000;-9879000;47275000;;47275000;42077000
TMP;7962632;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;14703390;14742040;299199000;-17213000;281986000;-184320000;97666000;;97666000;-19924000;77742000;;77588000;77588000
TRST;10656438;USD;2020;FY;2020-12-31;2021-02-26;2023-03-01;3860200;3860600;170750000;-5600000;165150000;-95704000;69446000;;69446000;-16994000;52452000;;52452000;52452000
TRST;10656438;USD;2021;FY;2021-12-31;2022-02-25;2023-03-01;19259000;19263000;178345000;5450000;183795000;-101662000;82133000;;82133000;-20614000;61519000;;61519000;61519000
TRST;10656438;USD;2022;FY;2022-12-31;2023-03-01;2023-03-01;19131000;19133000;199395000;341000;199736000;-100319000;99417000;;99417000;-24183000;75234000;;75234000;75234000
TSC;988504;USD;2020;FY;2020-12-31;2021-02-25;2022-03-01;28267512;28738468;195149000;-19400000;175749000;-123103000;52646000;;52646000;-7412000;45234000;;45234000;37361000
